,Table,Field,English,Spanish,English Tooltips,Spanish Tooltips,English Placeholders,Spanish Placeholders
1004,Cliente PNC IPDC,Unidad,Unidad,Unidad,,,,
1005,Cliente PNC IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
1006,Cliente PNC IPDC,Presentacion,Presentacion,Presentacion,,,,
1007,Cliente PNC IPDC,Origen,Origen,Origen,,,,
1008,Cliente PNC IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,
1009,Cliente PNC IPDC,Pais_carga,Pais Carga,Pais Carga,,,,
1010,Cliente PNC IPDC,Puerto_destino,Puerto Destino,Puerto Destino,,,,
1011,Cliente PNC IPDC,Pais_destino,Pais Destino,Pais Destino,,,,
1012,Cliente PNC IPDC,Consignatario,Consignatario,Consignatario,,,,
1013,Cliente PNC IPDC,Observaciones_Pedido,Observaciones Pedido,Observaciones Pedido,,,,
1014,Cliente PNC IPDC,Docto_digital_fecha,Docto Digital Fecha,Docto Digital Fecha,,,,
1015,Cliente PNC IPDC,Docto_original_fecha,Docto Original Fecha,Docto Original Fecha,,,,
1016,Cliente PNC IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
1017,Cliente PNC IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
1018,Cliente PNC IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
1019,Cliente PNC IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
1020,Cliente PNC IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
1021,Cliente PNC IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,
1022,Cliente PNC IPDC,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,
1023,Cliente PNC IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,
1024,Cliente PNC IPDC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,
1025,Cliente PNC IPDC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,
1026,Cliente PNC IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,
1027,Cliente PNC IPDC,termino_venta,Termino Venta,Termino Venta,,,,
1028,Cliente PNC IPDC,Empresa,Empresa,Empresa,,,,
1029,Cliente PNC IPDC,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,
1030,Operaciones PPC IPDC,,Operaciones PPC IPDC,Operaciones PPC IPDC,,,,
1031,Operaciones PPC IPDC,Estado,Estado,Estado,,,,
1032,Operaciones PPC IPDC,Responsable,Responsable,Responsable,,,,
1033,Operaciones PPC IPDC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,
1034,Operaciones PPC IPDC,Lote,Lote,Lote,,,,
1035,Operaciones PPC IPDC,Material_SAP,Material SAP,Material SAP,,,,
1036,Operaciones PPC IPDC,No_Cotizacion,No Cotizacion,No Cotizacion,,,,
1037,Operaciones PPC IPDC,No_embarque,No Embarque,No Embarque,,,,
1038,Operaciones PPC IPDC,No_OC_Cliente,No Oc Cliente,No Oc Cliente,,,,
1039,Operaciones PPC IPDC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,
1040,Operaciones PPC IPDC,Categoria,Categoria,Categoria,,,,
1041,Operaciones PPC IPDC,Producto,Producto,Producto,,,,
1042,Operaciones PPC IPDC,Marca_nombre_comercial,Marca Nombre Comercial,Marca Nombre Comercial,,,,
1043,Operaciones PPC IPDC,Volumen,Volumen,Volumen,,,,
1044,Operaciones PPC IPDC,Unidad,Unidad,Unidad,,,,
1045,Operaciones PPC IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
1046,Operaciones PPC IPDC,Presentacion,Presentacion,Presentacion,,,,
1047,Operaciones PPC IPDC,Proveedor,Proveedor,Proveedor,,,,
1048,Operaciones PPC IPDC,Origen,Origen,Origen,,,,
1049,Operaciones PPC IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,
1050,Operaciones PPC IPDC,Pais_carga,Pais Carga,Pais Carga,,,,
1051,Operaciones PPC IPDC,Puerto_destino,Puerto Destino,Puerto Destino,,,,
1052,Operaciones PPC IPDC,Pais_destino,Pais Destino,Pais Destino,,,,
1053,Operaciones PPC IPDC,Consignatario,Consignatario,Consignatario,,,,
1054,Operaciones PPC IPDC,Termino_compra,Termino Compra,Termino Compra,,,,
1055,Operaciones PPC IPDC,Incoterm_compra,Incoterm Compra,Incoterm Compra,,,,
1056,Operaciones PPC IPDC,Precio_referencia,Precio Compra,Precio Compra,,,,
1057,Operaciones PPC IPDC,Valor_total_Compra,Valor Total Compra,Valor Total Compra,,,,
1058,Operaciones PPC IPDC,Observaciones_Pedido,Observaciones Pedido,Observaciones Pedido,,,,
1059,Operaciones PPC IPDC,OC_firma,OC Firma,OC Firma,,,,
1060,Operaciones PPC IPDC,OC_enviada,OC Enviada,OC Enviada,,,,
1061,Operaciones PPC IPDC,OC_recibida,OC Recibida,OC Recibida,,,,
1062,Operaciones PPC IPDC,Dias_OC,Dias OC,Dias OC,,,,
1063,Operaciones PPC IPDC,Confirma_compra,Confirma Compra,Confirma Compra,,,,
1064,Operaciones PPC IPDC,Notifica_embarque,Notifica Embarque,Notifica Embarque,,,,
1065,Operaciones PPC IPDC,Gestores,Gestores,Gestores,,,,
1066,Operaciones PPC IPDC,Docto_digital_fecha,Docto Digital Fecha,Docto Digital Fecha,,,,
1067,Operaciones PPC IPDC,Docto_original_fecha,Docto Original Fecha,Docto Original Fecha,,,,
1068,Operaciones PPC IPDC,Empresa_Logistica,Empresa Logistica,Empresa Logistica,,,,
1069,Operaciones PPC IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
1070,Operaciones PPC IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
1071,Operaciones PPC IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
1072,Operaciones PPC IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
1073,Operaciones PPC IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
1074,Operaciones PPC IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,
1075,Operaciones PPC IPDC,Tiempo_entrega,Tiempo Entrega,Tiempo Entrega,,,,
1076,Operaciones PPC IPDC,Tiempo_transito,Tiempo Transito,Tiempo Transito,,,,
1077,Operaciones PPC IPDC,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,
1078,Operaciones PPC IPDC,Solicitud_facturacion_FO,Solicitud Facturacion FO,Solicitud Facturacion FO,,,,
1079,Operaciones PPC IPDC,Facturacion_FO,Facturacion FO,Facturacion FO,,,,
1080,Operaciones PPC IPDC,No_factura_sourcing,No Factura Sourcing,No Factura Sourcing,,,,
1081,Operaciones PPC IPDC,Facturador_final,Facturador Final,Facturador Final,,,,
1082,Operaciones PPC IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,
1083,Operaciones PPC IPDC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,
1084,Operaciones PPC IPDC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,
1085,Operaciones PPC IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,
1086,Operaciones PPC IPDC,termino_venta,Termino Venta,Termino Venta,,,,
1087,Operaciones PPC IPDC,Observaciones_Control,Observaciones Control,Observaciones Control,,,,
1088,Operaciones PPC IPDC,Fecha_pago,Fecha Pago,Fecha Pago,,,,
1089,Operaciones PPC IPDC,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,
1090,Gestion de Calidad - PPC IPDC,,Gestion de Calidad - PPC IPDC,Gestion de Calidad - PPC IPDC,,,,
1091,Gestion de Calidad - PPC IPDC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,
1092,Gestion de Calidad - PPC IPDC,Producto,Producto,Producto,,,,
1093,Gestion de Calidad - PPC IPDC,Material_SAP,Material SAP,Material SAP,,,,
1094,Gestion de Calidad - PPC IPDC,Volumen,Volumen,Volumen,,,,
1095,Gestion de Calidad - PPC IPDC,Unidad,Unidad,Unidad,,,,
1096,Gestion de Calidad - PPC IPDC,Presentacion,Presentacion,Presentacion,,,,
1097,Gestion de Calidad - PPC IPDC,Responsable,Responsable,Responsable,,,,
1098,Gestion de Calidad - PPC IPDC,No_embarque,No Embarque,No Embarque,,,,
1099,Gestion de Calidad - PPC IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
1100,Gestion de Calidad - PPC IPDC,Origen,Origen,Origen,,,,
1101,Gestion de Calidad - PPC IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,
1102,Gestion de Calidad - PPC IPDC,Pais_carga,Pais Carga,Pais Carga,,,,
1103,Gestion de Calidad - PPC IPDC,Puerto_destino,Puerto Destino,Puerto Destino,,,,
1104,Gestion de Calidad - PPC IPDC,Pais_destino,Pais Destino,Pais Destino,,,,
1105,Gestion de Calidad - PPC IPDC,Consignatario,Consignatario,Consignatario,,,,
1106,Gestion de Calidad - PPC IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
1107,Gestion de Calidad - PPC IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
1108,Gestion de Calidad - PPC IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
1109,Gestion de Calidad - PPC IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,
1110,Gestion de Calidad - PPC IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,
1111,Pagos IPDC,,Pagos IPDC,Pagos IPDC,,,,
1112,Pagos IPDC,Estado,Estado,Estado,,,,
1113,Pagos IPDC,Responsable,Responsable,Responsable,,,,
1114,Pagos IPDC,No_OC_Cliente,No Oc Cliente,No Oc Cliente,,,,
1115,Pagos IPDC,Producto,Producto,Producto,,,,
1116,Pagos IPDC,Proveedor,Proveedor,Proveedor,,,,
1117,Pagos IPDC,Termino_compra,Termino Compra,Termino Compra,,,,
1118,Pagos IPDC,Valor_total_referencia,Valor Total Referencia,Valor Total Referencia,,,,
1119,Pagos IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
1120,Pagos IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
1121,Pagos IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
1122,Pagos IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
1123,Pagos IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,
1124,Pagos IPDC,termino_venta,Termino Venta,Termino Venta,,,,
1125,licitacion,,Licitacion,Licitacion,,,,
1126,licitacion,id_tender,ID TENDER,ID TENDER,,,,
1127,licitacion,Fecha_cotizacion,Fecha de Recepción de Cotizaciones,Fecha de Recepción de Cotizaciones,,,,
1128,licitacion,archivo,Archivo Adjunto,Archivo Adjunto,,,,
1129,licitacion,Fecha_registro,Fecha de registro,Fecha de registro,,,,
1130,licitacion,Usuario,Usuario,Usuario,,,,
1131,licitacion,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1132,tipo_sla,,Tipo Sla,Tipo Sla,,,,
1133,tipo_sla,id_tipo_sla,Id Tipo SLA,Id Tipo SLA,,,,
1134,tipo_sla,descripcion,Descripcion,Descripcion,,,,
1135,sla,,Sla,Sla,,,,
1136,sla,id_sla,Id SLA,Id SLA,,,,
1137,sla,id_tipo_sla,Tipo de SLA,Tipo de SLA,,,,
1138,sla,Descripcion,Descripcion,Descripcion,,,,
1139,sla,Formula,Formula,Formula,,,,
1140,sla,dias_sla,Dias SLA,Dias SLA,,,,
1141,sla,fecha_vigente,Fecha de Vigencia,Fecha de Vigencia,,,,
1142,sla,fecha_modificacion,Fecha de Modificación,Fecha de Modificación,,,,
1143,sla,Id_tipopsp,Acuerdo de Servicio,Acuerdo de Servicio,,,,
1144,sla,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1145,SLA_Compra,,SLA Compra,SLA Compra,,,,
1146,SLA_Compra,correlativo,Correlativo,Correlativo,,,,
1147,SLA_Compra,buque,Buque,Buque,,,,
1148,SLA_Compra,Fecha_compra,Fecha de Confirmación de Compra,Fecha de Confirmación de Compra,,,,
1149,SLA_Compra,Id_producto,Producto,Producto,,,,
1150,SLA_Compra,id_unidad,Unidad de Medida,Unidad de Medida,,,,
1151,SLA_Compra,Cantidad,Cantidad,Cantidad,,,,
1152,SLA_Compra,Id_destino,Puerto de Descarga,Puerto de Descarga,,,,
1153,SLA_Compra,Costo_referencia,Costo de Referencia,Costo de Referencia,,,,
1154,SLA_Compra,Precio_vista,Precio Sugerido a la Vista,Precio Sugerido a la Vista,,,,
1155,SLA_Compra,Fecha_pedido,Fecha de Confirmación de Precio,Fecha de Confirmación de Precio,,,,
1156,SLA_Compra,NC,NC,NC,,,,
1157,SLA_Compra,Usuario_registro1,Usuario Registro1,Usuario Registro1,,,,
1158,SLA_Compra,Fecha_registroC,Fecha Registro Compra,Fecha Registro Compra,,,,
1159,SLA_Compra,Usuario_registro2,Usuario Registro2,Usuario Registro2,,,,
1160,SLA_Compra,Fecha_registroP,Fecha Registro Precio,Fecha Registro Precio,,,,
1161,SLA_Compra,SLA,SLA1 (Registro de la Compra),SLA1 (Registro de la Compra),,,,
1162,SLA_Compra,SLA2,SLA2 (Registro de Código de Embarque),SLA2 (Registro de Código de Embarque),,,,
1163,SLA_Licitacion,,SLA Licitacion,SLA Licitacion,,,,
1164,SLA_Licitacion,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1165,SLA_Licitacion,id_tender,ID TENDER,ID TENDER,,,,
1166,SLA_Licitacion,Fecha_cotizacion,Fecha de Recepción de Cotizaciones,Fecha de Recepción de Cotizaciones,,,,
1167,SLA_Licitacion,archivo,Archivo Adjunto,Archivo Adjunto,,,,
1168,SLA_Licitacion,Fecha_registro,Fecha de registro,Fecha de registro,,,,
1169,SLA_Licitacion,Usuario,Usuario,Usuario,,,,
1170,SLA_Licitacion,SLA,SLA,SLA,,,,
1171,presentacion_final,,Presentacion Final,Presentacion Final,,,,
1172,presentacion_final,id_presentacion_final,Id Presentacion Final,Id Presentacion Final,,,,
1173,presentacion_final,descripcion,Descripcion,Descripcion,,,,
1174,presentacion_final,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1175,tipo_pspsla,,Tipo Pspsla,Tipo Pspsla,,,,
1176,tipo_pspsla,id_tipopsp,Id Tipopsp,Id Tipopsp,,,,
1177,tipo_pspsla,descripcion,Descripcion,Descripcion,,,,
1178,sla_psp,,Sla Psp,Sla Psp,,,,
1179,sla_psp,id_slapsp,Id Slapsp,Id Slapsp,,,,
1180,sla_psp,Valor_modificacion,Valor de Modificacion,Valor de Modificación,,,,
1181,sla_psp,fecha_notificacion,Fecha de Notificación,Fecha de Notificación,,,,
1182,sla_psp,archivo,Correo,Correo,,,,
1183,sla_psp,usuario,Usuario,Usuario,,,,
1184,sla_psp,fecha_registro,Fecha Registro Modificación,Fecha Registro Modificación,,,,
1185,sla_psp,id_tipopsp,Tipo de Cambio,Tipo de Cambio,,,,
1186,sla_psp,id_master,Id Master,Id Master,,,,
1187,sla_psp,observaciones,Observaciones,Observaciones,,,,
1188,sla_psp,id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1189,SLA_PSP_Reporte,,SLA PSP Reporte,SLA PSP Reporte,,,,
1190,SLA_PSP_Reporte,id_slapsp,ID,ID,,,,
1191,SLA_PSP_Reporte,buque,Buque,Buque,,,,
1192,SLA_PSP_Reporte,Valor_modificacion,Valor de  Modificacion,Valor de Modificación,,,,
1193,SLA_PSP_Reporte,fecha_notificacion,Fecha de Notificación,Fecha de Notificación,,,,
1194,SLA_PSP_Reporte,archivo,Correo,Correo,,,,
1195,SLA_PSP_Reporte,observaciones,Observaciones,Observaciones,,,,
1196,SLA_PSP_Reporte,usuario,Usuario,Usuario,,,,
1197,SLA_PSP_Reporte,fecha_registro,Fecha Registro Modificación,Fecha Registro Modificación,,,,
1198,SLA_PSP_Reporte,id_tipopsp,Tipo de Cambio,Tipo de Cambio,,,,
1199,SLA_PSP_Reporte,SLA,SLA,SLA,,,,
1200,SLA_PSP_Reporte,id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1201,SLA_PSP_Reporte,Consignatario,Consignatario,Consignatario,,,,
1202,pais_puerto,,Pais Puerto,Pais Puerto,,,,
1203,pais_puerto,id_grupo,Grupo,Grupo,,,,
1204,pais_puerto,id_pais,Pais,Pais,,,,
1205,pais_puerto,id_puerto,Puerto,Puerto,,,,
1206,pais_puerto,id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1207,Promedio Compra,,Promedio Compra,Promedio Compra,,,,
1208,Promedio Compra,Registro,Acuerdo de Servicio,Acuerdo de Servicio,,,,
1209,Promedio Compra,Fecha,Fecha,Fecha,,,,
1210,Promedio Compra,Producto,Producto,Producto,,,,
1211,Promedio Compra,Pais,Pais,Pais,,,,
1212,Promedio Compra,Puerto,SLA de Puerto,SLA de Puerto,,,,
1213,Promedio Compra,Usuario,SLA de Usuario,SLA de Usuario,,,,
1214,Promedio Compra,Fecha_Registro,Fecha Registro,Fecha Registro,,,,
1215,Promedio Compra,SLA,SLA,SLA,,,,
1216,Promedio Compra,Dias_Promedio,Dias Promedio,Dias Promedio,,,,
1217,Promedio Licitacion,,Promedio Licitacion,Promedio Licitacion,,,,
1218,Promedio Licitacion,id_tender,Id Tender,Id Tender,,,,
1219,Promedio Licitacion,Fecha_cotizacion,Fecha Cotizacion,Fecha Cotizacion,,,,
1220,Promedio Licitacion,Fecha_registro,Fecha Registro,Fecha Registro,,,,
1221,Promedio Licitacion,Usuario,Usuario,Usuario,,,,
1222,Promedio Licitacion,SLA,SLA,SLA,,,,
1223,Promedio Licitacion,Dias_Promedio,Dias Promedio,Dias Promedio,,,,
1224,Promedio PSP Graneles,,Average PSP Graneles,Promedio PSP Graneles,,,,
1225,Promedio PSP Graneles,Valor_modificacion,Valor de Modificacion,Valor de Modificacion,,,,
1226,Promedio PSP Graneles,fecha_notificacion,Notifcation Date,Fecha de Notificacion,,,,
1227,Promedio PSP Graneles,usuario,User,Usuario,,,,
1228,Promedio PSP Graneles,fecha_registro,Register Date,Fecha de Registro,,,,
1229,Promedio PSP Graneles,id_tipopsp,SLA description,Acuerdo de Servicio,,,,
1230,Promedio PSP Graneles,SLA,SLA,SLA,,,,
1231,Promedio PSP Graneles,Dias_promedio,Average Days,Dias Promedio,,,,
1232,compra,,Compra,Compra,,,,
1233,compra,id_compra,Id Compra,Id Compra,,,,
1234,compra,Fecha_compra,Fecha de confirmacion de Compra,Fecha de confirmacion de Compra,,,,
1235,compra,Id_producto,Producto,Producto,,,,
1236,compra,id_unidad,Unidad de Medida,Unidad de Medida,,,,
1237,compra,Cantidad,Cantidad,Cantidad,,,,
1238,compra,Id_destino,Puerto Descarga,Puerto Descarga,,,,
1239,compra,Costo_referencia,Costo Referencia CFR,Costo Referencia CFR,,,,
1240,compra,Precio_vista,Precio Sugerido a la Vista,Precio Sugerido a la Vista,,,,
1241,compra,Fecha_pedido,Fecha de confirmación de Precio,Fecha de confirmación de Precio,,,,
1242,compra,NC,NC,NC,,,,
1243,compra,Usuario_registro1,Usuario Registro1,Usuario Registro1,,,,
1244,compra,Fecha_registroC,Fecha RegistroC,Fecha RegistroC,,,,
1245,compra,Usuario_registro2,Usuario Registro2,Usuario Registro2,,,,
1246,compra,Fecha_registroP,Fecha RegistroP,Fecha RegistroP,,,,
1247,compra,buque,Buque,Buque,,,,
1248,compra,correlativo,Correlativo,Correlativo,,,,
1249,compra,archivo,Comprobante de Compra,Comprobante de Compra,,,,
1250,compra,Obs_Costo,Obs Costo,Obs Costo,,,,
1251,compra,Obs_Precio,Obs Precio,Obs Precio,,,,
1252,sla_psp_no_modificar,,Sla Psp No Modificar,Sla Psp No Modificar,,,,
1253,sla_psp_no_modificar,id_slapsp,Id Slapsp,Id Slapsp,,,,
1254,sla_psp_no_modificar,Valor_modificacion,Valor de  Modificacion,Valor de Modificación,,,,
1255,sla_psp_no_modificar,fecha_notificacion,Fecha de Notificación,Fecha de Notificación,,,,
1256,sla_psp_no_modificar,archivo,Correo,Correo,,,,
1257,sla_psp_no_modificar,usuario,Usuario,Usuario,,,,
1258,sla_psp_no_modificar,fecha_registro,Fecha Registro Modificación,Fecha Registro Modificación,,,,
1259,sla_psp_no_modificar,id_tipopsp,Tipo de Cambio,Tipo de Cambio,,,,
1260,sla_psp_no_modificar,id_master,Id Master,Id Master,,,,
1261,sla_psp_no_modificar,observaciones,Observaciones,Observaciones,,,,
1262,sla_psp_no_modificar,id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1263,ADC,,ADC,ADC,,,,
1264,ADC,Id_pedido,Id Pedido,Id Pedido,,,,
1265,ADC,Empresa,Consignatario,Consignatario,,,,
1266,ADC,Fecha_de_Solicitud,Fecha de solicitud,Fecha de solicitud,,,,
1267,ADC,Id_tipo_prod,Tipo de producto,Tipo de producto,,,,
1268,ADC,No_orden_compra_cliente,No OC Cliente,No OC Cliente,,,,
1269,ADC,No_oc_cliente,No OC Sourcing,No OC Sourcing,,,,
1270,ADC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,
1271,ADC,Responsable,Responsable,Responsable,,,,
1272,ADC,Estado_general_OC,Estado General OC,Estado General OC,,,,
1273,ADC,No_Cotizacion,No. Cotización,No. Cotización,,,,
1274,Toma pedido ADC,,Toma pedido ADC,Toma pedido ADC,,,,
1275,Toma pedido ADC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,
1276,Toma pedido ADC,PEDIDO,PEDIDO,PEDIDO,,,,
1277,Toma pedido ADC,Producto,Producto,Producto,,,,
1278,Toma pedido ADC,Cantidad,Volumen,Volumen,,,,
1279,Toma pedido ADC,Presentacion,Presentacion,Presentacion,,,,
1280,Toma pedido ADC,Observaciones,Observaciones,Observaciones,,,,
1281,Toma pedido ADC,Registro,Registro,Registro,,,,
1282,Toma pedido ADC,Unidad,Unidad,Unidad,,,,
1283,Toma pedido ADC,Puerto_descarga,Puerto de descarga,Puerto de descarga,,,,
1284,Toma pedido ADC,Pais_descarga,Pais de descarga,Pais de descarga,,,,
1285,Toma pedido ADC,Producto_abreviado,Producto Abreviado,Producto Abreviado,,,,
1286,Toma pedido ADC,MaterialSAP,Material SAP,Material SAP,,,,
1287,Toma pedido ADC,No_oc_cliente,No. OC Sourcing,No. OC Sourcing,,,,
1288,Toma pedido ADC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1289,Toma pedido ADC,Unidades,Unidades,Unidades,,,,
1290,Toma pedido ADC,Categoria,Categoria,Categoria,,,,
1291,Toma pedido ADC,Laycan,Laycan,Laycan,,,,
1292,Toma pedido ADC,Validacion_quilubrisa,Validacion Quilubrisa,Validacion Quilubrisa,,,,
1293,Toma pedido ADC,id_presentacion_final,Id Presentacion Final,Id Presentacion Final,,,,
1294,Toma pedido ADC,No_embarque,No Embarque,No Embarque,,,,
1295,Toma pedido ADC,id_destino_final,Destino Final,Destino Final,,,,
1296,Toma pedido ADC,id_producto_cliente,Codigo Producto Cliente,Codigo Producto Cliente,,,,
1297,Toma pedido ADC,id_tipo_transporte,Tipo de Transporte,Tipo de Transporte,,,,
1298,Toma pedido ADC,dias_libres,Dias Libres de demora,Dias Libres de demora,,,,
1299,Toma pedido ADC,gastos_internacion,Gastos Internación,Gastos Internación,,,,
1300,Seguimiento ADC,,Seguimiento ADC,Seguimiento ADC,,,,
1301,Seguimiento ADC,PEDIDO,PEDIDO,PEDIDO,,,,
1302,Seguimiento ADC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,
1303,Seguimiento ADC,No_camion,No Camion,No Camion,,,,
1304,Seguimiento ADC,Fecha_estimada_disponibilidad_pedido,Fecha Estimada Disponibilidad Pedido,Fecha Estimada Disponibilidad Pedido,,,,
1305,Seguimiento ADC,Fecha_envio_documento_tramite_permiso,Fecha Envio Documento Tramite Permiso,Fecha Envio Documento Tramite Permiso,,,,
1306,Seguimiento ADC,Fecha_envio_documento_definitivo,Fecha Envio Documento Definitivo,Fecha Envio Documento Definitivo,,,,
1307,Seguimiento ADC,Fecha_real_disponibilidad_pedido,Fecha Real Disponibilidad Pedido,Fecha Real Disponibilidad Pedido,,,,
1308,Seguimiento ADC,Fecha_arribo_camion_frontera,Fecha Arribo Camion Frontera,Fecha Arribo Camion Frontera,,,,
1309,Seguimiento ADC,Fecha_arribo_camion_destino,Fecha Arribo Camion Destino,Fecha Arribo Camion Destino,,,,
1310,Seguimiento ADC,Fecha_bl,Fecha Bl,Fecha Bl,,,,
1311,Seguimiento ADC,Flete,Flete,Flete,,,,
1312,Seguimiento ADC,Precio_TM,Precio Venta TM,Precio Venta TM,,,,
1313,Seguimiento ADC,Valor_total,Valor Total Venta,Valor Total Venta,,,,
1314,Seguimiento ADC,No_factura,No Factura,No Factura,,,,
1315,Seguimiento ADC,Puerto_carga,Puerto Carga,Puerto Carga,,,,
1316,Seguimiento ADC,Pais_carga,Pais Carga,Pais Carga,,,,
1317,Seguimiento ADC,No_embarque,No Embarque,No Embarque,,,,
1318,Seguimiento ADC,Docto_digital_enviado,Docto Digital Enviado,Docto Digital Enviado,,,,
1319,Seguimiento ADC,Docto_original_enviado,Docto Original Enviado,Docto Original Enviado,,,,
1320,Seguimiento ADC,Pais_origen,Pais Origen,Pais Origen,,,,
1321,Seguimiento ADC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
1322,Seguimiento ADC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
1323,Seguimiento ADC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
1324,Seguimiento ADC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
1325,Seguimiento ADC,Estado_arribo,Estado Arribo,Estado Arribo,,,,
1326,Seguimiento ADC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1327,Seguimiento ADC,Fecha_confirmacion_cliente_despacho_camion,Fecha Confirmacion Cliente Despacho Camion,Fecha Confirmacion Cliente Despacho Camion,,,,
1328,Seguimiento ADC,Observaciones,Observaciones,Observaciones,,,,
1329,Seguimiento ADC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
1330,Seguimiento ADC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,
1331,Seguimiento ADC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,
1332,Seguimiento ADC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,
1333,Seguimiento ADC,No_factura_trading,No Factura Trading,No Factura Trading,,,,
1334,Seguimiento ADC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
1335,Seguimiento ADC,termino_venta,Termino Venta,Termino Venta,,,,
1336,Seguimiento ADC,Fecha_cargo_mercaderia_camion,Fecha Cargo Mercaderia Camion,Fecha Cargo Mercaderia Camion,,,,
1337,Seguimiento ADC,Id_estado,Estado,Estado,,,,
1338,Seguimiento ADC,No_lotes,No Lotes,No Lotes,,,,
1339,Seguimiento ADC,Fecha_real_despacho_camion,Fecha Real Despacho Camion,Fecha Real Despacho Camion,,,,
1340,Seguimiento ADC,Responsable,Responsable,Responsable,,,,
