,Unnamed: 0,Table,Field,English,Spanish,English Tooltips,Spanish Tooltips,English Placeholders,Spanish Placeholders,traduccion
830,830,Seguimiento PPC IPDC,Fecha_real_disponibilidad_pedido,Fecha Real Disponibilidad Pedido,Fecha Real Disponibilidad Pedido,,,,,Fecha Real Disponibilidad Pedido
831,831,Seguimiento PPC IPDC,Fecha_arribo_camion_frontera,Fecha Arribo Camion Frontera,Fecha Arribo Camion Frontera,,,,,Fecha Arribo Camion Frontera
832,832,Seguimiento PPC IPDC,Fecha_arribo_camion_destino,Fecha Arribo Camion Destino,Fecha Arribo Camion Destino,,,,,Fecha Arribo Camion Destino
833,833,Seguimiento PPC IPDC,Fecha_bl,Fecha Bl,Fecha Bl,,,,,Fecha Bl
834,834,Seguimiento PPC IPDC,Flete,Flete,Flete,,,,,Flete
835,835,Seguimiento PPC IPDC,Precio_TM,Precio Venta TM,Precio Venta TM,,,,,Precio Venta TM
836,836,Seguimiento PPC IPDC,Valor_total,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
837,837,Seguimiento PPC IPDC,No_factura,No Factura,No Factura,,,,,No Factura
838,838,Seguimiento PPC IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,,Puerto Carga
839,839,Seguimiento PPC IPDC,Pais_carga,Pais Carga,Pais Carga,,,,,Pais Carga
840,840,Seguimiento PPC IPDC,No_embarque,No Embarque,No Embarque,,,,,No Embarque
841,841,Seguimiento PPC IPDC,Docto_digital_enviado,Docto Digital Enviado,Docto Digital Enviado,,,,,Docto Digital Enviado
842,842,Seguimiento PPC IPDC,Docto_original_enviado,Docto Original Enviado,Docto Original Enviado,,,,,Docto Original Enviado
843,843,Seguimiento PPC IPDC,Pais_origen,Pais Origen,Pais Origen,,,,,Pais Origen
844,844,Seguimiento PPC IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,,Fecha Ofrecida Despacho De
845,845,Seguimiento PPC IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,,Fecha Ofrecida Despacho A
846,846,Seguimiento PPC IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
847,847,Seguimiento PPC IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,,Fecha Arribo
848,848,Seguimiento PPC IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,,Estado Arribo
849,849,Seguimiento PPC IPDC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
850,850,Seguimiento PPC IPDC,Fecha_confirmacion_cliente_despacho_camion,Fecha Confirmacion Cliente Despacho Camion,Fecha Confirmacion Cliente Despacho Camion,,,,,Fecha Confirmacion Cliente Despacho Camion
851,851,Seguimiento PPC IPDC,Observaciones,Observaciones,Observaciones,,,,,Observaciones
852,852,Seguimiento PPC IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,,Cantidad Contenedores
853,853,Seguimiento PPC IPDC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,,Incoterm Venta
854,854,Seguimiento PPC IPDC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,,Valor Unitario Venta
855,855,Seguimiento PPC IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
856,856,Seguimiento PPC IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,,No Factura Trading
857,857,Seguimiento PPC IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
858,858,Seguimiento PPC IPDC,Fecha_cargo_mercaderia_camion,Fecha Cargo Mercaderia Camion,Fecha Cargo Mercaderia Camion,,,,,Fecha Cargo Mercaderia Camion
859,859,Seguimiento PPC IPDC,Id_estado,Estado,Estado,,,,,Estado
860,860,Seguimiento PPC IPDC,No_lotes,No Lotes,No Lotes,,,,,No Lotes
861,861,Seguimiento PPC IPDC,Fecha_real_despacho_camion,Fecha Real Despacho Camion,Fecha Real Despacho Camion,,,,,Fecha Real Despacho Camion
862,862,Seguimiento PPC IPDC,Responsable,Responsable,Responsable,,,,,Responsable
863,863,Seguimiento PPC IPDC,No_lista_empaque,No Lista Empaque,No Lista Empaque,,,,,No Lista Empaque
864,864,Seguimiento PPC IPDC,Eta_puerto_carga,Eta Puerto Carga,Eta Puerto Carga,,,,,Eta Puerto Carga
865,865,Seguimiento PPC IPDC,Fecha_zarpe_estimada,Fecha Zarpe Estimada,Fecha Zarpe Estimada,,,,,Fecha Zarpe Estimada
866,866,Seguimiento PPC IPDC,Plazo_venta,Plazo Venta,Plazo Venta,,,,,Plazo Venta
867,867,Seguimiento PPC IPDC,Eta_puerto_descarga,Eta Puerto Descarga,Eta Puerto Descarga,,,,,Eta Puerto Descarga
868,868,Seguimiento PPC IPDC,Etb_puerto_descarga,Etb Puerto Descarga,Etb Puerto Descarga,,,,,Etb Puerto Descarga
869,869,Seguimiento PPC IPDC,Fecha_factura,Fecha Factura,Fecha Factura,,,,,Fecha Factura
870,870,Seguimiento PPC IPDC,ref_lista_precio,Ref Lista Precio,Ref Lista Precio,,,,,Ref Lista Precio
871,871,Seguimiento PPC IPDC,Docto_digital_fecha,Docto. Digital Enviado,Docto. Digital Enviado,,,,,Docto. Digital Enviado
872,872,Seguimiento PPC IPDC,Docto_original_fecha,RecepciÃ³n originales UO,RecepciÃ³n originales UO,,,,,RecepciÃ³n originales UO
873,873,Seguimiento PPC IPDC,Tiempo_entrega,Tiempo Entrega,Tiempo Entrega,,,,,Tiempo Entrega
874,874,Seguimiento PPC IPDC,Tiempo_transito,Tiempo Transito,Tiempo Transito,,,,,Tiempo Transito
875,875,Seguimiento PPC IPDC,Tipo_Transito,Tipo de Transito,Tipo de Transito,,,,,Tipo de Transito
876,876,Seguimiento PPC IPDC,EmpresaL,Empresa Logistica,Empresa Logistica,,,,,Empresa Logistica
877,877,Seguimiento PPC IPDC,termino_venta,Termino Venta,Termino Venta,,,,,Termino Venta
878,878,Seguimiento PPC IPDC,necesita_proforma,Necesita Proforma,Necesita Proforma,,,,,Necesita Proforma
879,879,Seguimiento PPC IPDC,cumple_digitales,Cumple Digitales,Cumple Digitales,,,,,Cumple Digitales
880,880,Seguimiento PPC IPDC,cumple_fisico,Cumple Fisico,Cumple Fisico,,,,,Cumple Fisico
881,881,Control PPC IPDC,,Control PPC IPDC,Control PPC IPDC,,,,,Control PPC IPDC
882,882,Control PPC IPDC,PEDIDO,PEDIDO,PEDIDO,,,,,PEDIDO
883,883,Control PPC IPDC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,,Id Detalle Pedido
884,884,Control PPC IPDC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
885,885,Control PPC IPDC,Correlativo_lote,Correlativo Lote,Correlativo Lote,,,,,Correlativo Lote
886,886,Control PPC IPDC,Fecha_inicio_descarga,Fecha Inicio Descarga,Fecha Inicio Descarga,,,,,Fecha Inicio Descarga
887,887,Control PPC IPDC,Fecha_fin_descarga,Fecha Fin Descarga,Fecha Fin Descarga,,,,,Fecha Fin Descarga
888,888,Control PPC IPDC,Recibido,Recibido,Recibido,,,,,Recibido
889,889,Control PPC IPDC,Faltante,Faltante,Faltante,,,,,Faltante
890,890,Control PPC IPDC,Sobrante,Sobrante,Sobrante,,,,,Sobrante
891,891,Control PPC IPDC,Precio_compra,Precio Compra,Precio Compra,,,,,Precio Compra
892,892,Control PPC IPDC,Plazo,Plazo,Plazo,,,,,Plazo
893,893,Control PPC IPDC,Broker,Broker,Broker,,,,,Broker
894,894,Control PPC IPDC,Region,Region,Region,,,,,Region
895,895,Control PPC IPDC,Vende,Vende,Vende,,,,,Vende
896,896,Control PPC IPDC,Volumen_compra,Volumen Compra,Volumen Compra,,,,,Volumen Compra
897,897,Control PPC IPDC,Id_precio,Id Precio,Id Precio,,,,,Id Precio
898,898,Control PPC IPDC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,,Fecha Emision OC
899,899,Control PPC IPDC,OC_firma,OC recepcion n FO,OC recepciÃ³n FO,,,,,OC recepcion n FO
900,900,Control PPC IPDC,OC_enviada,OC envio FO,OC envÃ­o FO,,,,,OC envio FO
901,901,Control PPC IPDC,OC_recibida,OC firma Proveedor,OC firma Proveedor,,,,,OC firma Proveedor
902,902,Control PPC IPDC,Dias_OC,Dias OC,Dias OC,,,,,Dias OC
903,903,Control PPC IPDC,Empresa_logistica,Empresa Logistica,Empresa Logistica,,,,,Empresa Logistica
904,904,Control PPC IPDC,Marca_nombre_comercial,Marca Nombre Comercial,Marca Nombre Comercial,,,,,Marca Nombre Comercial
905,905,Control PPC IPDC,Tiempo_entrega,Tiempo Entrega,Tiempo Entrega,,,,,Tiempo Entrega
906,906,Control PPC IPDC,Tiempo_transito,Tiempo Transito,Tiempo Transito,,,,,Tiempo Transito
907,907,Control PPC IPDC,Termino_compra,Termino Compra,Termino Compra,,,,,Termino Compra
908,908,Control PPC IPDC,Precio_referencia,Precio Compra,Precio Compra,,,,,Precio Compra
909,909,Control PPC IPDC,Valor_total_referencia,Valor Total Compra,Valor Total Compra,,,,,Valor Total Compra
910,910,Control PPC IPDC,Facturado,Facturado,Facturado,,,,,Facturado
911,911,Control PPC IPDC,Observaciones,Observaciones,Observaciones,,,,,Observaciones
912,912,Control PPC IPDC,Dias_disponibilidad_planta,Dias Disponibilidad Planta,Dias Disponibilidad Planta,,,,,Dias Disponibilidad Planta
913,913,Control PPC IPDC,Dias_despacho_planta,Dias Despacho Planta,Dias Despacho Planta,,,,,Dias Despacho Planta
914,914,Control PPC IPDC,Facturador_final,Facturador Final,Facturador Final,,,,,Facturador Final
915,915,Control PPC IPDC,Fecha_pago,Fecha Pago,Fecha Pago,,,,,Fecha Pago
916,916,Control PPC IPDC,Categoria,Categoria,Categoria,,,,,Categoria
917,917,Control PPC IPDC,No_factura_sourcing,No Factura Sourcing,No Factura Sourcing,,,,,No Factura Sourcing
918,918,Control PPC IPDC,Docto_digital_recibido,Docto Digital Recibido,Docto Digital Recibido,,,,,Docto Digital Recibido
919,919,Control PPC IPDC,Docto_original_recibido,Docto Original Recibido,Docto Original Recibido,,,,,Docto Original Recibido
920,920,Control PPC IPDC,Cantidad_facturada,Cantidad Facturada,Cantidad Facturada,,,,,Cantidad Facturada
921,921,Control PPC IPDC,Proveedor,Proveedor,Proveedor,,,,,Proveedor
922,922,Control PPC IPDC,No_factura,No Factura,No Factura,,,,,No Factura
923,923,Control PPC IPDC,Incoterm,Incoterm,Incoterm,,,,,Incoterm
924,924,Control PPC IPDC,Fecha_recepcion_lista_empaque,Fecha Recepcion Lista Empaque,Fecha Recepcion Lista Empaque,,,,,Fecha Recepcion Lista Empaque
925,925,Control PPC IPDC,Fecha_respuesta_planificacion,Fecha Respuesta Planificacion,Fecha Respuesta Planificacion,,,,,Fecha Respuesta Planificacion
926,926,Control PPC IPDC,Incoterm_compra,Incoterm Compra,Incoterm Compra,,,,,Incoterm Compra
927,927,Control PPC IPDC,Gestores,Gestores,Gestores,,,,,Gestores
928,928,Control PPC IPDC,Notifica_embarque,Notifica Embarque,Notifica Embarque,,,,,Notifica Embarque
929,929,Control PPC IPDC,Confirma_compra,Confirma Compra,Confirma Compra,,,,,Confirma Compra
930,930,Control PPC IPDC,Id_estado,Estado,Estado,,,,,Estado
931,931,Control PPC IPDC,id_presentacion_final,Presentacion Final,Presentacion Final,,,,,Presentacion Final
932,932,Control PPC IPDC,Solicitud_facturacion_FO,Solicitud Facturacion FO,Solicitud Facturacion FO,,,,,Solicitud Facturacion FO
933,933,Control PPC IPDC,Facturacion_FO,Facturacion FO,Facturacion FO,,,,,Facturacion FO
934,934,Control PPC IPDC,Proforma_proveedor,Proforma Proveedor,Proforma Proveedor,,,,,Proforma Proveedor
935,935,Control PPC IPDC,flete_compra,Flete Compra,Flete Compra,,,,,Flete Compra
936,936,Control PPC IPDC,Por_anticipo,Porcentaje de Anticipo,% de Anticipo,,,,,Porcentaje de Anticipo
937,937,Control PPC IPDC,Id_Estado_Pago,Estado de Pago Complemento,Estado de Pago Complemento,,,,,Estado de Pago Complemento
938,938,Control PPC IPDC,Id_Estado_Pago_Anticipo,Estado de Pago Anticipo,Estado de Pago Anticipo,,,,,Estado de Pago Anticipo
939,939,Toma pedido PPC IPDC,,Toma Pedido,Toma Pedido,,,,,Toma Pedido
940,940,Toma pedido PPC IPDC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,,Id Detalle Pedido
941,941,Toma pedido PPC IPDC,PEDIDO,PEDIDO,PEDIDO,,,,,PEDIDO
942,942,Toma pedido PPC IPDC,Producto,Producto,Producto,,,,,Producto
943,943,Toma pedido PPC IPDC,Cantidad,Volumen,Volumen,,,,,Volumen
944,944,Toma pedido PPC IPDC,Presentacion,Presentacion,Presentacion,,,,,Presentacion
945,945,Toma pedido PPC IPDC,Observaciones,Observaciones,Observaciones,,,,,Observaciones
946,946,Toma pedido PPC IPDC,Registro,Registro,Registro,,,,,Registro
947,947,Toma pedido PPC IPDC,Unidad,Unidad,Unidad,,,,,Unidad
948,948,Toma pedido PPC IPDC,Puerto_descarga,Puerto de descarga,Puerto de descarga,,,,,Puerto de descarga
949,949,Toma pedido PPC IPDC,Pais_descarga,Pais de descarga,Pais de descarga,,,,,Pais de descarga
950,950,Toma pedido PPC IPDC,Producto_abreviado,Producto Abreviado,Producto Abreviado,,,,,Producto Abreviado
951,951,Toma pedido PPC IPDC,Material_SAP,Material SAP,Material SAP,,,,,Material SAP
952,952,Toma pedido PPC IPDC,No_oc_cliente,No. OC Sourcing,No. OC Sourcing,,,,,No. OC Sourcing
953,953,Toma pedido PPC IPDC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
954,954,Toma pedido PPC IPDC,Unidades,Unidades,Unidades,,,,,Unidades
955,955,Toma pedido PPC IPDC,Categoria,Categoria,Categoria,,,,,Categoria
956,956,Toma pedido PPC IPDC,Laycan,Laycan,Laycan,,,,,Laycan
957,957,Toma pedido PPC IPDC,Validacion_quilubrisa,Validacion Quilubrisa,Validacion Quilubrisa,,,,,Validacion Quilubrisa
958,958,Toma pedido PPC IPDC,id_presentacion_final,Id Presentacion Final,Id Presentacion Final,,,,,Id Presentacion Final
959,959,Toma pedido PPC IPDC,No_embarque,No Embarque,No Embarque,,,,,No Embarque
960,960,Toma pedido PPC IPDC,id_tipo_transporte,Tipo de Transporte,Tipo de Transporte,,,,,Tipo de Transporte
961,961,Busqueda IPDC,,Busqueda IPDC,Busqueda IPDC,,,,,Busqueda IPDC
962,962,Busqueda IPDC,Responsable,Responsable,Responsable,,,,,Responsable
963,963,Busqueda IPDC,No_OC_Cliente,No Oc Cliente,No Oc Cliente,,,,,No Oc Cliente
964,964,Busqueda IPDC,Material_SAP,Material SAP,Material SAP,,,,,Material SAP
965,965,Busqueda IPDC,No_embarque,No Embarque,No Embarque,,,,,No Embarque
966,966,Busqueda IPDC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,,No OC Sourcing
967,967,Busqueda IPDC,Producto,Producto,Producto,,,,,Producto
968,968,Busqueda IPDC,Volumen,Volumen,Volumen,,,,,Volumen
969,969,Busqueda IPDC,Unidad,Unidad,Unidad,,,,,Unidad
970,970,Busqueda IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,,Cantidad Contenedores
971,971,Busqueda IPDC,Presentacion,Presentacion,Presentacion,,,,,Presentacion
972,972,Busqueda IPDC,Origen,Origen,Origen,,,,,Origen
973,973,Busqueda IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,,Puerto Carga
974,974,Busqueda IPDC,Pais_carga,Pais Carga,Pais Carga,,,,,Pais Carga
975,975,Busqueda IPDC,Puerto_destino,Puerto Destino,Puerto Destino,,,,,Puerto Destino
976,976,Busqueda IPDC,Pais_destino,Pais Destino,Pais Destino,,,,,Pais Destino
977,977,Busqueda IPDC,Consignatario,Consignatario,Consignatario,,,,,Consignatario
978,978,Busqueda IPDC,Observaciones_Pedido,Observaciones Pedido,Observaciones Pedido,,,,,Observaciones Pedido
979,979,Busqueda IPDC,Docto_digital_enviado,Docto Digital Enviado,Docto Digital Enviado,,,,,Docto Digital Enviado
980,980,Busqueda IPDC,Docto_original_enviado,Docto Original Enviado,Docto Original Enviado,,,,,Docto Original Enviado
981,981,Busqueda IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,,Fecha Ofrecida Despacho De
982,982,Busqueda IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,,Fecha Ofrecida Despacho A
983,983,Busqueda IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
984,984,Busqueda IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
985,985,Busqueda IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,,Fecha Arribo
986,986,Busqueda IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,,Estado Arribo
987,987,Busqueda IPDC,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,,Observaciones Seguimiento
988,988,Busqueda IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,,No Factura Trading
989,989,Busqueda IPDC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,,Incoterm Venta
990,990,Busqueda IPDC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,,Valor Unitario Venta
991,991,Busqueda IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
992,992,Busqueda IPDC,Termino_venta,Termino Venta,Termino Venta,,,,,Termino Venta
993,993,Busqueda IPDC,PEDIDO,PEDIDO,PEDIDO,,,,,PEDIDO
994,994,Busqueda IPDC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,,Id Detalle Pedido
995,995,Busqueda IPDC,Id_tipo_prod,Id Tipo Prod,Id Tipo Prod,,,,,Id Tipo Prod
996,996,Cliente PNC IPDC,,Cliente PNC IPDC,Cliente PNC IPDC,,,,,Cliente PNC IPDC
997,997,Cliente PNC IPDC,Responsable,Responsable,Responsable,,,,,Responsable
998,998,Cliente PNC IPDC,No_OC_Cliente,No OC Cliente,No OC Cliente,,,,,No OC Cliente
999,999,Cliente PNC IPDC,Material_SAP,Material SAP,Material SAP,,,,,Material SAP
1000,1000,Cliente PNC IPDC,No_embarque,No Embarque,No Embarque,,,,,No Embarque
1001,1001,Cliente PNC IPDC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,,No OC Sourcing
1002,1002,Cliente PNC IPDC,Producto,Producto,Producto,,,,,Producto
1003,1003,Cliente PNC IPDC,Volumen,Volumen,Volumen,,,,,Volumen
1004,1004,Cliente PNC IPDC,Unidad,Unidad,Unidad,,,,,Unidad
1005,1005,Cliente PNC IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,,Cantidad Contenedores
1006,1006,Cliente PNC IPDC,Presentacion,Presentacion,Presentacion,,,,,Presentacion
1007,1007,Cliente PNC IPDC,Origen,Origen,Origen,,,,,Origen
1008,1008,Cliente PNC IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,,Puerto Carga
1009,1009,Cliente PNC IPDC,Pais_carga,Pais Carga,Pais Carga,,,,,Pais Carga
1010,1010,Cliente PNC IPDC,Puerto_destino,Puerto Destino,Puerto Destino,,,,,Puerto Destino
1011,1011,Cliente PNC IPDC,Pais_destino,Pais Destino,Pais Destino,,,,,Pais Destino
1012,1012,Cliente PNC IPDC,Consignatario,Consignatario,Consignatario,,,,,Consignatario
1013,1013,Cliente PNC IPDC,Observaciones_Pedido,Observaciones Pedido,Observaciones Pedido,,,,,Observaciones Pedido
1014,1014,Cliente PNC IPDC,Docto_digital_fecha,Docto Digital Fecha,Docto Digital Fecha,,,,,Docto Digital Fecha
1015,1015,Cliente PNC IPDC,Docto_original_fecha,Docto Original Fecha,Docto Original Fecha,,,,,Docto Original Fecha
1016,1016,Cliente PNC IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,,Fecha Ofrecida Despacho De
1017,1017,Cliente PNC IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,,Fecha Ofrecida Despacho A
1018,1018,Cliente PNC IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
1019,1019,Cliente PNC IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
1020,1020,Cliente PNC IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,,Fecha Arribo
1021,1021,Cliente PNC IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,,Estado Arribo
1022,1022,Cliente PNC IPDC,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,,Observaciones Seguimiento
1023,1023,Cliente PNC IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,,No Factura Trading
1024,1024,Cliente PNC IPDC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,,Incoterm Venta
1025,1025,Cliente PNC IPDC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,,Valor Unitario Venta
1026,1026,Cliente PNC IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
1027,1027,Cliente PNC IPDC,termino_venta,Termino Venta,Termino Venta,,,,,Termino Venta
1028,1028,Cliente PNC IPDC,Empresa,Empresa,Empresa,,,,,Empresa
1029,1029,Cliente PNC IPDC,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,,Grupo Articulo
1030,1030,Operaciones PPC IPDC,,Operaciones PPC IPDC,Operaciones PPC IPDC,,,,,Operaciones PPC IPDC
1031,1031,Operaciones PPC IPDC,Estado,Estado,Estado,,,,,Estado
1032,1032,Operaciones PPC IPDC,Responsable,Responsable,Responsable,,,,,Responsable
1033,1033,Operaciones PPC IPDC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,,No OC Sourcing
1034,1034,Operaciones PPC IPDC,Lote,Lote,Lote,,,,,Lote
1035,1035,Operaciones PPC IPDC,Material_SAP,Material SAP,Material SAP,,,,,Material SAP
1036,1036,Operaciones PPC IPDC,No_Cotizacion,No Cotizacion,No Cotizacion,,,,,No Cotizacion
1037,1037,Operaciones PPC IPDC,No_embarque,No Embarque,No Embarque,,,,,No Embarque
1038,1038,Operaciones PPC IPDC,No_OC_Cliente,No Oc Cliente,No Oc Cliente,,,,,No Oc Cliente
1039,1039,Operaciones PPC IPDC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,,Fecha Emision OC
1040,1040,Operaciones PPC IPDC,Categoria,Categoria,Categoria,,,,,Categoria
1041,1041,Operaciones PPC IPDC,Producto,Producto,Producto,,,,,Producto
1042,1042,Operaciones PPC IPDC,Marca_nombre_comercial,Marca Nombre Comercial,Marca Nombre Comercial,,,,,Marca Nombre Comercial
1043,1043,Operaciones PPC IPDC,Volumen,Volumen,Volumen,,,,,Volumen
1044,1044,Operaciones PPC IPDC,Unidad,Unidad,Unidad,,,,,Unidad
1045,1045,Operaciones PPC IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,,Cantidad Contenedores
1046,1046,Operaciones PPC IPDC,Presentacion,Presentacion,Presentacion,,,,,Presentacion
1047,1047,Operaciones PPC IPDC,Proveedor,Proveedor,Proveedor,,,,,Proveedor
1048,1048,Operaciones PPC IPDC,Origen,Origen,Origen,,,,,Origen
1049,1049,Operaciones PPC IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,,Puerto Carga
1050,1050,Operaciones PPC IPDC,Pais_carga,Pais Carga,Pais Carga,,,,,Pais Carga
1051,1051,Operaciones PPC IPDC,Puerto_destino,Puerto Destino,Puerto Destino,,,,,Puerto Destino
1052,1052,Operaciones PPC IPDC,Pais_destino,Pais Destino,Pais Destino,,,,,Pais Destino
1053,1053,Operaciones PPC IPDC,Consignatario,Consignatario,Consignatario,,,,,Consignatario
1054,1054,Operaciones PPC IPDC,Termino_compra,Termino Compra,Termino Compra,,,,,Termino Compra
1055,1055,Operaciones PPC IPDC,Incoterm_compra,Incoterm Compra,Incoterm Compra,,,,,Incoterm Compra
1056,1056,Operaciones PPC IPDC,Precio_referencia,Precio Compra,Precio Compra,,,,,Precio Compra
1057,1057,Operaciones PPC IPDC,Valor_total_Compra,Valor Total Compra,Valor Total Compra,,,,,Valor Total Compra
1058,1058,Operaciones PPC IPDC,Observaciones_Pedido,Observaciones Pedido,Observaciones Pedido,,,,,Observaciones Pedido
1059,1059,Operaciones PPC IPDC,OC_firma,OC Firma,OC Firma,,,,,OC Firma
1060,1060,Operaciones PPC IPDC,OC_enviada,OC Enviada,OC Enviada,,,,,OC Enviada
1061,1061,Operaciones PPC IPDC,OC_recibida,OC Recibida,OC Recibida,,,,,OC Recibida
1062,1062,Operaciones PPC IPDC,Dias_OC,Dias OC,Dias OC,,,,,Dias OC
1063,1063,Operaciones PPC IPDC,Confirma_compra,Confirma Compra,Confirma Compra,,,,,Confirma Compra
1064,1064,Operaciones PPC IPDC,Notifica_embarque,Notifica Embarque,Notifica Embarque,,,,,Notifica Embarque
1065,1065,Operaciones PPC IPDC,Gestores,Gestores,Gestores,,,,,Gestores
1066,1066,Operaciones PPC IPDC,Docto_digital_fecha,Docto Digital Fecha,Docto Digital Fecha,,,,,Docto Digital Fecha
1067,1067,Operaciones PPC IPDC,Docto_original_fecha,Docto Original Fecha,Docto Original Fecha,,,,,Docto Original Fecha
1068,1068,Operaciones PPC IPDC,Empresa_Logistica,Empresa Logistica,Empresa Logistica,,,,,Empresa Logistica
1069,1069,Operaciones PPC IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,,Fecha Ofrecida Despacho De
1070,1070,Operaciones PPC IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,,Fecha Ofrecida Despacho A
1071,1071,Operaciones PPC IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
1072,1072,Operaciones PPC IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
1073,1073,Operaciones PPC IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,,Fecha Arribo
1074,1074,Operaciones PPC IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,,Estado Arribo
1075,1075,Operaciones PPC IPDC,Tiempo_entrega,Tiempo Entrega,Tiempo Entrega,,,,,Tiempo Entrega
1076,1076,Operaciones PPC IPDC,Tiempo_transito,Tiempo Transito,Tiempo Transito,,,,,Tiempo Transito
1077,1077,Operaciones PPC IPDC,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,,Observaciones Seguimiento
1078,1078,Operaciones PPC IPDC,Solicitud_facturacion_FO,Solicitud Facturacion FO,Solicitud Facturacion FO,,,,,Solicitud Facturacion FO
1079,1079,Operaciones PPC IPDC,Facturacion_FO,Facturacion FO,Facturacion FO,,,,,Facturacion FO
1080,1080,Operaciones PPC IPDC,No_factura_sourcing,No Factura Sourcing,No Factura Sourcing,,,,,No Factura Sourcing
1081,1081,Operaciones PPC IPDC,Facturador_final,Facturador Final,Facturador Final,,,,,Facturador Final
